0 15 0.005
0 15 0.01
0 15 0.015
0 14.9999 0.02
0 14.9999 0.025
0 14.9999 0.03
0 14.9998 0.035
0 14.9997 0.04
0 14.9996 0.045
0 14.9996 0.05
0 14.9995 0.055
0 14.9994 0.06
0 14.9992 0.065
0 14.9991 0.07
0 14.999 0.075
0 14.9988 0.08
0 14.9987 0.085
0 14.9985 0.09
0 14.9983 0.095
0 14.9981 0.1
0 14.9979 0.105
0 14.9977 0.11
0 14.9975 0.115
0 14.9973 0.12
0 14.9971 0.125
0 14.9968 0.13
0 14.9966 0.135
0 14.9963 0.14
0 14.996 0.145
0 14.9957 0.15
0 14.9954 0.155
0 14.9951 0.16
0 14.9948 0.165
0 14.9945 0.17
0 14.9942 0.175
0 14.9938 0.18
0 14.9935 0.185
0 14.9931 0.19
0 14.9927 0.195
0 14.9923 0.2
0 14.992 0.205
0 14.9916 0.21
0 14.9911 0.215
0 14.9907 0.22
0 14.9903 0.225
0 14.9898 0.23
0 14.9894 0.235
0 14.9889 0.24
0 14.9885 0.245
0 14.988 0.25
0 14.9875 0.255
0 14.987 0.26
0 14.9865 0.265
0 14.986 0.27
0 14.9854 0.275
0 14.9849 0.28
0 14.9843 0.285
0 14.9838 0.29
0 14.9832 0.295
0 14.9826 0.3
0 14.982 0.305
0 14.9814 0.31
0 14.9808 0.315
0 14.9802 0.32
0 14.9796 0.325
0 14.979 0.33
0 14.9783 0.335
0 14.9777 0.34
0 14.977 0.345
0 14.9763 0.35
0 14.9756 0.355
0 14.9749 0.36
0 14.9742 0.365
0 14.9735 0.37
0 14.9728 0.375
0 14.972 0.38
0 14.9713 0.385
0 14.9705 0.39
0 14.9698 0.395
0 14.969 0.4
0 14.9682 0.405
0 14.9674 0.41
0 14.9666 0.415
0 14.9658 0.42
0 14.965 0.425
0 14.9641 0.43
0 14.9633 0.435
0 14.9624 0.44
0 14.9616 0.445
0 14.9607 0.45
0 14.9598 0.455
0 14.9589 0.46
0 14.958 0.465
0 14.9571 0.47
0 14.9562 0.475
0 14.9553 0.48
0 14.9543 0.485
0 14.9534 0.49
0 14.9524 0.495
0 14.9514 0.5
0 14.9505 0.505
0 14.9495 0.51
0 14.9485 0.515
0 14.9475 0.52
0 14.9464 0.525
0 14.9454 0.53
0 14.9444 0.535
0 14.9433 0.54
0 14.9423 0.545
0 14.9412 0.55
0 14.9401 0.555
0 14.939 0.56
0 14.9379 0.565
0 14.9368 0.57
0 14.9357 0.575
0 14.9346 0.58
0 14.9334 0.585
0 14.9323 0.59
0 14.9311 0.595
0 14.93 0.6
0 14.9288 0.605
0 14.9276 0.61
0 14.9264 0.615
0 14.9252 0.62
0 14.924 0.625
0 14.9227 0.63
0 14.9215 0.635
0 14.9203 0.64
0 14.919 0.645
0 14.9177 0.65
0 14.9165 0.655
0 14.9152 0.66
0 14.9139 0.665
0 14.9126 0.67
0 14.9113 0.675
0 14.9099 0.68
0 14.9086 0.685
0 14.9073 0.69
0 14.9059 0.695
0 14.9045 0.7
0 14.9032 0.705
0 14.9018 0.71
0 14.9004 0.715
0 14.899 0.72
0 14.8976 0.725
0 14.8962 0.73
0 14.8947 0.735
0 14.8933 0.74
0 14.8918 0.745
0 14.8904 0.75
0 14.8889 0.755
0 14.8874 0.76
0 14.8859 0.765
0 14.8844 0.77
0 14.8829 0.775
0 14.8814 0.78
0 14.8799 0.785
0 14.8783 0.79
0 14.8768 0.795
0 14.8752 0.8
0 14.8736 0.805
0 14.8721 0.81
0 14.8705 0.815
0 14.8689 0.82
0 14.8673 0.825
0 14.8657 0.83
0 14.864 0.835
0 14.8624 0.84
0 14.8607 0.845
0 14.8591 0.85
0 14.8574 0.855
0 14.8557 0.86
0 14.854 0.865
0 14.8523 0.87
0 14.8506 0.875
0 14.8489 0.88
0 14.8472 0.885
0 14.8455 0.89
0 14.8437 0.895
0 14.842 0.9
0 14.8402 0.905
0 14.8384 0.91
0 14.8366 0.915
0 14.8348 0.92
0 14.833 0.925
0 14.8312 0.93
0 14.8294 0.935
0 14.8276 0.94
0 14.8257 0.945
0 14.8239 0.95
0 14.822 0.955
0 14.8201 0.96
0 14.8182 0.965
0 14.8163 0.97
0 14.8144 0.975
0 14.8125 0.98
0 14.8106 0.985
0 14.8087 0.99
0 14.8067 0.995
0 14.8048 1
0 14.8028 1.005
0 14.8008 1.01
0 14.7989 1.015
0 14.7969 1.02
0 14.7949 1.025
0 14.7929 1.03
0 14.7908 1.035
0 14.7888 1.04
0 14.7868 1.045
0 14.7847 1.05
0 14.7827 1.055
0 14.7806 1.06
0 14.7785 1.065
0 14.7764 1.07
0 14.7743 1.075
0 14.7722 1.08
0 14.7701 1.085
0 14.768 1.09
0 14.7658 1.095
0 14.7637 1.1
0 14.7615 1.105
0 14.7594 1.11
0 14.7572 1.115
0 14.755 1.12
0 14.7528 1.125
0 14.7506 1.13
0 14.7484 1.135
0 14.7461 1.14
0 14.7439 1.145
0 14.7417 1.15
0 14.7394 1.155
0 14.7371 1.16
0 14.7349 1.165
0 14.7326 1.17
0 14.7303 1.175
0 14.728 1.18
0 14.7257 1.185
0 14.7233 1.19
0 14.721 1.195
0 14.7186 1.2
0 14.7163 1.205
0 14.7139 1.21
0 14.7116 1.215
0 14.7092 1.22
0 14.7068 1.225
0 14.7044 1.23
0 14.702 1.235
0 14.6995 1.24
0 14.6971 1.245
0 14.6947 1.25
0 14.6922 1.255
0 14.6897 1.26
0 14.6873 1.265
0 14.6848 1.27
0 14.6823 1.275
0 14.6798 1.28
0 14.6773 1.285
0 14.6748 1.29
0 14.6722 1.295
0 14.6697 1.3
0 14.6671 1.305
0 14.6646 1.31
0 14.662 1.315
0 14.6594 1.32
0 14.6568 1.325
0 14.6542 1.33
0 14.6516 1.335
0 14.649 1.34
0 14.6464 1.345
0 14.6437 1.35
0 14.6411 1.355
0 14.6384 1.36
0 14.6358 1.365
0 14.6331 1.37
0 14.6304 1.375
0 14.6277 1.38
0 14.625 1.385
0 14.6223 1.39
0 14.6196 1.395
0 14.6168 1.4
0 14.6141 1.405
0 14.6113 1.41
0 14.6086 1.415
0 14.6058 1.42
0 14.603 1.425
0 14.6002 1.43
0 14.5974 1.435
0 14.5946 1.44
0 14.5917 1.445
0 14.5889 1.45
0 14.5861 1.455
0 14.5832 1.46
0 14.5803 1.465
0 14.5775 1.47
0 14.5746 1.475
0 14.5717 1.48
0 14.5688 1.485
0 14.5659 1.49
0 14.563 1.495
0 14.56 1.5
0 14.5571 1.505
0 14.5541 1.51
0 14.5512 1.515
0 14.5482 1.52
0 14.5452 1.525
0 14.5422 1.53
0 14.5392 1.535
0 14.5362 1.54
0 14.5332 1.545
0 14.5302 1.55
0 14.5271 1.555
0 14.5241 1.56
0 14.521 1.565
0 14.5179 1.57
0 14.5148 1.575
0 14.5118 1.58
0 14.5087 1.585
0 14.5055 1.59
0 14.5024 1.595
0 14.4993 1.6
0 14.4962 1.605
0 14.493 1.61
0 14.4899 1.615
0 14.4867 1.62
0 14.4835 1.625
0 14.4803 1.63
0 14.4771 1.635
0 14.4739 1.64
0 14.4707 1.645
0 14.4675 1.65
0 14.4642 1.655
0 14.461 1.66
0 14.4577 1.665
0 14.4545 1.67
0 14.4512 1.675
0 14.4479 1.68
0 14.4446 1.685
0 14.4413 1.69
0 14.438 1.695
0 14.4346 1.7
0 14.4313 1.705
0 14.428 1.71
0 14.4246 1.715
0 14.4212 1.72
0 14.4179 1.725
0 14.4145 1.73
0 14.4111 1.735
0 14.4077 1.74
0 14.4043 1.745
0 14.4009 1.75
0 14.3974 1.755
0 14.394 1.76
0 14.3905 1.765
0 14.3871 1.77
0 14.3836 1.775
0 14.3801 1.78
0 14.3766 1.785
0 14.3731 1.79
0 14.3696 1.795
0 14.3661 1.8
0 14.3625 1.805
0 14.359 1.81
0 14.3555 1.815
0 14.3519 1.82
0 14.3483 1.825
0 14.3447 1.83
0 14.3412 1.835
0 14.3376 1.84
0 14.3339 1.845
0 14.3303 1.85
0 14.3267 1.855
0 14.3231 1.86
0 14.3194 1.865
0 14.3157 1.87
0 14.3121 1.875
0 14.3084 1.88
0 14.3047 1.885
0 14.301 1.89
0 14.2973 1.895
0 14.2936 1.9
0 14.2899 1.905
0 14.2861 1.91
0 14.2824 1.915
0 14.2786 1.92
0 14.2748 1.925
0 14.2711 1.93
0 14.2673 1.935
0 14.2635 1.94
0 14.2597 1.945
0 14.2559 1.95
0 14.252 1.955
0 14.2482 1.96
0 14.2444 1.965
0 14.2405 1.97
0 14.2366 1.975
0 14.2328 1.98
0 14.2289 1.985
0 14.225 1.99
0 14.2211 1.995
0 14.2172 2
0 14.2132 2.005
0 14.2093 2.01
0 14.2054 2.015
0 14.2014 2.02
0 14.1974 2.025
0 14.1935 2.03
0 14.1895 2.035
0 14.1855 2.04
0 14.1815 2.045
0 14.1775 2.05
0 14.1735 2.055
0 14.1694 2.06
0 14.1654 2.065
0 14.1613 2.07
0 14.1573 2.075
0 14.1532 2.08
0 14.1491 2.085
0 14.145 2.09
0 14.1409 2.095
0 14.1368 2.1
0 14.1327 2.105
0 14.1286 2.11
0 14.1244 2.115
0 14.1203 2.12
0 14.1161 2.125
0 14.1119 2.13
0 14.1078 2.135
0 14.1036 2.14
0 14.0994 2.145
0 14.0952 2.15
0 14.091 2.155
0 14.0867 2.16
0 14.0825 2.165
0 14.0782 2.17
0 14.074 2.175
0 14.0697 2.18
0 14.0654 2.185
0 14.0612 2.19
0 14.0569 2.195
0 14.0526 2.2
0 14.0482 2.205
0 14.0439 2.21
0 14.0396 2.215
0 14.0352 2.22
0 14.0309 2.225
0 14.0265 2.23
0 14.0221 2.235
0 14.0177 2.24
0 14.0133 2.245
0 14.0089 2.25
0 14.0045 2.255
0 14.0001 2.26
0 13.9957 2.265
0 13.9912 2.27
0 13.9868 2.275
0 13.9823 2.28
0 13.9778 2.285
0 13.9734 2.29
0 13.9689 2.295
0 13.9644 2.3
0 13.9598 2.305
0 13.9553 2.31
0 13.9508 2.315
0 13.9462 2.32
0 13.9417 2.325
0 13.9371 2.33
0 13.9326 2.335
0 13.928 2.34
0 13.9234 2.345
0 13.9188 2.35
0 13.9142 2.355
0 13.9096 2.36
0 13.9049 2.365
0 13.9003 2.37
0 13.8956 2.375
0 13.891 2.38
0 13.8863 2.385
0 13.8816 2.39
0 13.8769 2.395
0 13.8722 2.4
0 13.8675 2.405
0 13.8628 2.41
0 13.8581 2.415
0 13.8533 2.42
0 13.8486 2.425
0 13.8438 2.43
0 13.8391 2.435
0 13.8343 2.44
0 13.8295 2.445
0 13.8247 2.45
0 13.8199 2.455
0 13.8151 2.46
0 13.8103 2.465
0 13.8054 2.47
0 13.8006 2.475
0 13.7957 2.48
0 13.7909 2.485
0 13.786 2.49
0 13.7811 2.495
0 13.7762 2.5
0 13.7713 2.505
0 13.7664 2.51
0 13.7615 2.515
0 13.7565 2.52
0 13.7516 2.525
0 13.7466 2.53
0 13.7417 2.535
0 13.7367 2.54
0 13.7317 2.545
0 13.7267 2.55
0 13.7217 2.555
0 13.7167 2.56
0 13.7117 2.565
0 13.7066 2.57
0 13.7016 2.575
0 13.6965 2.58
0 13.6915 2.585
0 13.6864 2.59
0 13.6813 2.595
0 13.6762 2.6
0 13.6711 2.605
0 13.666 2.61
0 13.6609 2.615
0 13.6558 2.62
0 13.6506 2.625
0 13.6455 2.63
0 13.6403 2.635
0 13.6352 2.64
0 13.63 2.645
0 13.6248 2.65
0 13.6196 2.655
0 13.6144 2.66
0 13.6092 2.665
0 13.6039 2.67
0 13.5987 2.675
0 13.5934 2.68
0 13.5882 2.685
0 13.5829 2.69
0 13.5776 2.695
0 13.5724 2.7
0 13.5671 2.705
0 13.5617 2.71
0 13.5564 2.715
0 13.5511 2.72
0 13.5458 2.725
0 13.5404 2.73
0 13.5351 2.735
0 13.5297 2.74
0 13.5243 2.745
0 13.5189 2.75
0 13.5135 2.755
0 13.5081 2.76
0 13.5027 2.765
0 13.4973 2.77
0 13.4919 2.775
0 13.4864 2.78
0 13.481 2.785
0 13.4755 2.79
0 13.47 2.795
0 13.4645 2.8
0 13.459 2.805
0 13.4535 2.81
0 13.448 2.815
0 13.4425 2.82
0 13.437 2.825
0 13.4314 2.83
0 13.4259 2.835
0 13.4203 2.84
0 13.4147 2.845
0 13.4092 2.85
0 13.4036 2.855
0 13.398 2.86
0 13.3924 2.865
0 13.3867 2.87
0 13.3811 2.875
0 13.3755 2.88
0 13.3698 2.885
0 13.3642 2.89
0 13.3585 2.895
0 13.3528 2.9
0 13.3471 2.905
0 13.3414 2.91
0 13.3357 2.915
0 13.33 2.92
0 13.3243 2.925
0 13.3185 2.93
0 13.3128 2.935
0 13.307 2.94
0 13.3012 2.945
0 13.2955 2.95
0 13.2897 2.955
0 13.2839 2.96
0 13.2781 2.965
0 13.2723 2.97
0 13.2664 2.975
0 13.2606 2.98
0 13.2547 2.985
0 13.2489 2.99
0 13.243 2.995
0 13.2371 3
0 13.2313 3.005
0 13.2254 3.01
0 13.2195 3.015
0 13.2135 3.02
0 13.2076 3.025
0 13.2017 3.03
0 13.1957 3.035
0 13.1898 3.04
0 13.1838 3.045
0 13.1778 3.05
0 13.1719 3.055
0 13.1659 3.06
0 13.1599 3.065
0 13.1538 3.07
0 13.1478 3.075
0 13.1418 3.08
0 13.1357 3.085
0 13.1297 3.09
0 13.1236 3.095
0 13.1176 3.1
0 13.1115 3.105
0 13.1054 3.11
0 13.0993 3.115
0 13.0932 3.12
0 13.0871 3.125
0 13.0809 3.13
0 13.0748 3.135
0 13.0686 3.14
0 13.0625 3.145
0 13.0563 3.15
0 13.0501 3.155
0 13.0439 3.16
0 13.0377 3.165
0 13.0315 3.17
0 13.0253 3.175
0 13.0191 3.18
0 13.0128 3.185
0 13.0066 3.19
0 13.0003 3.195
0 12.9941 3.2
0 12.9878 3.205
0 12.9815 3.21
0 12.9752 3.215
0 12.9689 3.22
0 12.9626 3.225
0 12.9562 3.23
0 12.9499 3.235
0 12.9435 3.24
0 12.9372 3.245
0 12.9308 3.25
0 12.9244 3.255
0 12.9181 3.26
0 12.9117 3.265
