0.001 [0, 15, 0, 0, 0, 0, 1] 
0.002 [0, 14.99999, 0, 0, 0, 0, 1] 
0.003 [0, 14.999971, 0, 0, 0, 0, 1] 
0.004 [0, 14.999941, 0, 0, 0, 0, 1] 
0.005 [0, 14.999902, 0, 0, 0, 0, 1] 
0.006 [0, 14.999853, 0, 0, 0, 0, 1] 
0.007 [0, 14.999794, 0, 0, 0, 0, 1] 
0.008 [0, 14.999725, 0, 0, 0, 0, 1] 
0.009 [0, 14.999647, 0, 0, 0, 0, 1] 
0.01 [0, 14.999559, 0, 0, 0, 0, 1] 
0.011 [0, 14.99946, 0, 0, 0, 0, 1] 
0.012 [0, 14.999353, 0, 0, 0, 0, 1] 
0.013 [0, 14.999235, 0, 0, 0, 0, 1] 
0.014 [0, 14.999107, 0, 0, 0, 0, 1] 
0.015 [0, 14.99897, 0, 0, 0, 0, 1] 
0.016 [0, 14.998823, 0, 0, 0, 0, 1] 
0.017 [0, 14.998666, 0, 0, 0, 0, 1] 
0.018 [0, 14.998499, 0, 0, 0, 0, 1] 
0.019 [0, 14.998322, 0, 0, 0, 0, 1] 
0.02 [0, 14.998136, 0, 0, 0, 0, 1] 
0.021 [0, 14.99794, 0, 0, 0, 0, 1] 
0.022 [0, 14.997734, 0, 0, 0, 0, 1] 
0.023 [0, 14.997518, 0, 0, 0, 0, 1] 
0.024 [0, 14.997292, 0, 0, 0, 0, 1] 
0.025 [0, 14.997057, 0, 0, 0, 0, 1] 
0.026 [0, 14.996812, 0, 0, 0, 0, 1] 
0.027 [0, 14.996557, 0, 0, 0, 0, 1] 
0.028 [0, 14.996292, 0, 0, 0, 0, 1] 
0.029 [0, 14.996017, 0, 0, 0, 0, 1] 
0.03 [0, 14.995733, 0, 0, 0, 0, 1] 
0.031 [0, 14.995438, 0, 0, 0, 0, 1] 
0.032 [0, 14.995134, 0, 0, 0, 0, 1] 
0.033 [0, 14.99482, 0, 0, 0, 0, 1] 
0.034 [0, 14.994497, 0, 0, 0, 0, 1] 
0.035 [0, 14.994163, 0, 0, 0, 0, 1] 
0.036 [0, 14.99382, 0, 0, 0, 0, 1] 
0.037 [0, 14.993467, 0, 0, 0, 0, 1] 
0.038 [0, 14.993104, 0, 0, 0, 0, 1] 
0.039 [0, 14.992731, 0, 0, 0, 0, 1] 
0.04 [0, 14.992348, 0, 0, 0, 0, 1] 
0.041 [0, 14.991956, 0, 0, 0, 0, 1] 
0.042 [0, 14.991554, 0, 0, 0, 0, 1] 
0.043 [0, 14.991142, 0, 0, 0, 0, 1] 
0.044 [0, 14.99072, 0, 0, 0, 0, 1] 
0.045 [0, 14.990288, 0, 0, 0, 0, 1] 
0.046 [0, 14.989847, 0, 0, 0, 0, 1] 
0.047 [0, 14.989395, 0, 0, 0, 0, 1] 
0.048 [0, 14.988934, 0, 0, 0, 0, 1] 
0.049 [0, 14.988463, 0, 0, 0, 0, 1] 
0.05 [0, 14.987983, 0, 0, 0, 0, 1] 
0.051 [0, 14.987492, 0, 0, 0, 0, 1] 
0.052 [0, 14.986992, 0, 0, 0, 0, 1] 
0.053 [0, 14.986482, 0, 0, 0, 0, 1] 
0.054 [0, 14.985962, 0, 0, 0, 0, 1] 
0.055 [0, 14.985432, 0, 0, 0, 0, 1] 
0.056 [0, 14.984893, 0, 0, 0, 0, 1] 
0.057 [0, 14.984343, 0, 0, 0, 0, 1] 
0.058 [0, 14.983784, 0, 0, 0, 0, 1] 
0.059 [0, 14.983215, 0, 0, 0, 0, 1] 
0.06 [0, 14.982636, 0, 0, 0, 0, 1] 
0.061 [0, 14.982048, 0, 0, 0, 0, 1] 
0.062 [0, 14.981449, 0, 0, 0, 0, 1] 
0.063 [0, 14.980841, 0, 0, 0, 0, 1] 
0.064 [0, 14.980223, 0, 0, 0, 0, 1] 
0.065 [0, 14.979595, 0, 0, 0, 0, 1] 
0.066 [0, 14.978958, 0, 0, 0, 0, 1] 
0.067 [0, 14.97831, 0, 0, 0, 0, 1] 
0.068 [0, 14.977653, 0, 0, 0, 0, 1] 
0.069 [0, 14.976986, 0, 0, 0, 0, 1] 
0.07 [0, 14.976309, 0, 0, 0, 0, 1] 
0.071 [0, 14.975622, 0, 0, 0, 0, 1] 
0.072 [0, 14.974926, 0, 0, 0, 0, 1] 
0.073 [0, 14.974219, 0, 0, 0, 0, 1] 
0.074 [0, 14.973503, 0, 0, 0, 0, 1] 
0.075 [0, 14.972777, 0, 0, 0, 0, 1] 
0.076 [0, 14.972041, 0, 0, 0, 0, 1] 
0.077 [0, 14.971296, 0, 0, 0, 0, 1] 
0.078 [0, 14.970541, 0, 0, 0, 0, 1] 
0.079 [0, 14.969775, 0, 0, 0, 0, 1] 
0.08 [0, 14.969, 0, 0, 0, 0, 1] 
0.081 [0, 14.968216, 0, 0, 0, 0, 1] 
0.082 [0, 14.967421, 0, 0, 0, 0, 1] 
0.083 [0, 14.966617, 0, 0, 0, 0, 1] 
0.084 [0, 14.965802, 0, 0, 0, 0, 1] 
0.085 [0, 14.964978, 0, 0, 0, 0, 1] 
0.086 [0, 14.964144, 0, 0, 0, 0, 1] 
0.087 [0, 14.963301, 0, 0, 0, 0, 1] 
0.088 [0, 14.962447, 0, 0, 0, 0, 1] 
0.089 [0, 14.961584, 0, 0, 0, 0, 1] 
0.09 [0, 14.960711, 0, 0, 0, 0, 1] 
0.091 [0, 14.959828, 0, 0, 0, 0, 1] 
0.092 [0, 14.958935, 0, 0, 0, 0, 1] 
0.093 [0, 14.958033, 0, 0, 0, 0, 1] 
0.094 [0, 14.95712, 0, 0, 0, 0, 1] 
0.095 [0, 14.956198, 0, 0, 0, 0, 1] 
0.096 [0, 14.955266, 0, 0, 0, 0, 1] 
0.097 [0, 14.954325, 0, 0, 0, 0, 1] 
0.098 [0, 14.953373, 0, 0, 0, 0, 1] 
0.099 [0, 14.952412, 0, 0, 0, 0, 1] 
0.1 [0, 14.951441, 0, 0, 0, 0, 1] 
0.101 [0, 14.95046, 0, 0, 0, 0, 1] 
0.102 [0, 14.949469, 0, 0, 0, 0, 1] 
0.103 [0, 14.948468, 0, 0, 0, 0, 1] 
0.104 [0, 14.947458, 0, 0, 0, 0, 1] 
0.105 [0, 14.946437, 0, 0, 0, 0, 1] 
0.106 [0, 14.945407, 0, 0, 0, 0, 1] 
